batch_size,in_size,out_size,for_energy,for_time,back_energy,back_time
810,146,172,9692.34,366.04668,29294.960000000003,1011.5587600000002
1028,272,260,19531.159999999996,667.7632199999999,68449.51,2060.10588
1122,286,53,10531.59,367.65246,27277.879999999997,946.5207200000001
1015,411,157,17490.219999999998,660.4729600000001,52272.8,1628.9771800000003
922,103,71,8125.640000000001,324.02407999999997,23746.260000000002,856.88308
135,417,217,12636.670000000002,314.99969999999996,29317.559999999998,801.37004
2036,296,226,26968.379999999997,959.0988799999999,75663.85999999999,2219.10836
1606,104,379,15803.820000000002,612.8914199999999,49868.689999999995,1614.1810400000002
824,449,303,22772.2,882.23974,73155.85,2210.4641
680,55,67,5239.259999999999,243.25441999999998,19459.77,704.1750400000001
221,112,483,11032.71,316.8861,28900.609999999997,874.0908599999999
689,404,484,26733.349999999995,951.69624,67228.82999999999,1991.6671600000004
1326,379,315,31882.919999999995,1084.2617,101017.13,3112.40316
1125,166,314,13921.469999999998,557.8821399999999,46951.17,1507.3710199999998
1506,45,245,10930.130000000001,339.19341999999995,36037.520000000004,1279.4468599999998
311,123,389,13135.310000000001,433.9320199999999,30314.890000000003,939.67096
1218,243,172,13040.130000000001,533.09402,49152.62,1425.42468
920,73,87,4695.4400000000005,340.04749999999996,25840.410000000003,819.1995199999999
1784,36,21,6204.22,237.17123999999998,22387.010000000002,721.9128200000001
439,448,71,9905.41,338.1775,24732.019999999997,796.77432
1116,266,218,15684.869999999999,607.3380800000001,64756.27999999999,2013.62092
459,252,490,24543.43,894.59334,46634.36,1301.4626400000002
480,275,390,11671.16,539.94908,41638.06,1288.23424
744,11,283,8909.27,316.42622,27059.27,909.39094
1761,322,485,48708.31999999999,1646.45948,114971.63,3474.4840000000004
448,470,434,22192.94,796.0807399999999,67253.84,1962.7386000000001
987,1,329,6582.040000000001,265.96208,27402.890000000003,981.7269400000002
1285,464,133,20674.95,807.35074,62501.06999999999,1911.0287799999999
671,329,91,11409.94,403.44412000000005,32418.099999999995,1130.21248
1221,447,131,18242.75,730.3387400000001,52004.21,1644.2222200000003
1962,393,208,31025.9,1074.4460199999999,102003.55,3038.9970000000003
1285,470,269,32970.490000000005,1149.7796599999997,104219.11,3198.32048
706,227,258,13993.48,497.74718,37319.25,1284.9312600000003
1645,186,47,9639.3,345.4112600000001,26854.75,921.8868
360,35,457,11109.600000000002,377.7585,24915.08,858.1898800000001
40,502,456,12257.070000000002,203.46692000000002,28439.870000000003,804.0636800000001
1721,145,304,14215.05,590.3890800000001,54826.52999999999,1716.63038
1906,84,447,20839.75,725.78118,60561.98,1916.30758
1889,441,182,32720.900000000005,1200.4388599999997,90570.44000000002,2825.9141000000004
1669,357,472,48790.19,1584.9912,107718.78,3254.15618
928,100,87,10269.11,311.36774,23244.54,742.4022200000002
1419,330,178,19441.46,728.66498,55720.70000000001,1650.9286600000003
1898,19,104,10199.57,346.28474000000006,25308.760000000002,793.31194
612,275,460,17799.659999999996,660.64282,47119.04,1463.69748
459,138,100,8238.480000000001,276.32018,23708.410000000003,789.31374
450,250,202,11791.95,384.64603999999997,31903.640000000003,998.3568400000001
1516,362,173,25355.120000000003,830.91788,58850.56000000001,1703.25384
449,320,302,20872.220000000005,530.35668,42463.89,1353.88192
74,339,389,10560.880000000001,278.45624000000004,24718.560000000005,649.9155800000001
1412,453,416,46933.46,1568.1570399999998,149866.06,4079.314319999999
1806,294,88,16772.4,549.51062,39072.13,1169.7487999999998
1609,162,448,21875.49,791.77576,59378.520000000004,1831.6009599999998
1778,466,69,20320.989999999998,749.80436,48324.43999999999,1422.5808399999999
1078,228,309,18557.69,665.4120800000001,51120.99,1452.5137200000001
1217,225,121,14238.26,438.9636200000001,34432.29,1083.6814399999998
80,470,495,12922.36,361.96216,28520.979999999992,809.61062
1373,342,119,19524.57,653.43634,44789.81,1319.01272
430,376,340,17968.07,581.67678,43786.43000000001,1251.0855
1575,394,217,28865.930000000004,1005.2417000000002,88349.99,2640.4583599999996
1676,328,142,22146.589999999997,738.4536999999999,51141.270000000004,1512.03944
819,92,245,10107.37,331.00275999999997,27764.829999999998,910.29312
1759,318,252,27407.210000000003,983.9059799999999,72025.56000000001,2081.7870799999996
2039,126,91,12543.920000000002,467.42119999999994,37144.08,1149.8941399999999
1807,210,87,13777.4,507.0280000000001,35609.04,1111.7192599999998
752,94,483,11414.759999999998,431.91676000000007,36639.9,1149.8291599999998
490,247,159,11859.11,384.28256,29779.03,916.2225799999999
991,458,114,18460.63,594.3313400000001,44955.35,1344.87358
1950,358,35,14218.75,486.44326,30247.670000000002,956.19604
580,66,151,9044.779999999999,266.3921,21292.129999999997,720.1829399999999
716,106,107,8127.42,304.05334,23179.84,761.59972
1153,155,201,13717.66,467.4261,39407.21000000001,1239.05662
1318,238,407,27748.339999999997,951.5661400000001,67331.38,1952.3266799999997
693,145,116,7220.42,292.06046000000003,28671.179999999993,919.92588
1613,444,319,45261.810000000005,1465.51012,113666.66,3304.53208
1849,119,104,12610.42,413.08467999999993,32550.580000000005,995.98398
1175,385,12,10162.3,263.88820000000004,16417.199999999997,578.3244000000001
1832,317,365,40203.74999999999,1389.1525,97691.98999999999,2729.8554000000004
1144,249,388,23655.28,809.43866,62756.86,1816.95406
1076,62,487,12988.800000000001,416.94406,38489.990000000005,1286.7827599999998
133,435,314,12067.820000000002,350.59990000000005,33840.29,1116.1306799999998
499,511,363,26738.170000000002,853.5198200000001,68874.99,1979.9183599999997
988,436,358,32938.7,1067.76752,89636.59000000001,2579.5752999999995
1929,270,434,40392.97000000001,1387.38482,98363.43000000001,2838.85142
1913,162,224,15483.4,603.26326,52268.54,1532.6823
496,183,250,11505.140000000001,356.89278,27511.51,914.7580600000001
1040,335,324,25751.840000000004,874.13992,93268.79999999999,2677.1251999999995
1808,237,491,44764.340000000004,1452.5723,96667.31000000001,2942.85504
1238,300,416,29505.6,954.25636,71326.12,2032.63148
782,152,228,11393.420000000002,381.85734,28602.8,1011.62068
