batch_size,k_side_length,stride,in_chan,im_side_length,for_energy,for_time,back_energy,back_time
1660,7,1,8,51,15165635.65,403374.02384,0.0,0.0
872,3,2,13,80,3861796.16,92006.95109999999,0.0,0.0
466,6,1,27,75,29360707.830000002,669706.57116,0.0,0.0
1386,6,1,9,59,16884506.349999998,443131.21651999996,0.0,0.0
1027,5,1,25,64,34529600.34,770360.8216,0.0,0.0
708,9,3,24,93,11718378.9,260747.54018,0.0,0.0
132,7,2,8,61,485596.2799999999,15093.75734,0.0,0.0
1166,8,2,24,67,17570935.32,390683.80478,0.0,0.0
491,7,3,4,69,525034.67,17716.27454,0.0,0.0
47,3,2,18,96,441265.32999999996,12642.753760000001,0.0,0.0
322,8,3,31,57,2036509.67,45696.490199999986,0.0,0.0
257,6,2,29,89,6533407.359999999,154111.49226,0.0,0.0
1623,4,3,12,83,4439219.589999999,102902.48194,0.0,0.0
1368,2,1,13,80,13540595.77,312380.17442000005,0.0,0.0
1325,2,3,25,96,5687073.4799999995,130349.05384,0.0,0.0
1099,2,2,19,57,2425151.9099999997,56634.5181,0.0,0.0
1046,3,3,30,98,7549030.95,165973.32926,0.0,0.0
903,2,3,16,58,797032.87,18479.4768,0.0,0.0
384,2,3,7,74,260864.82,5663.83258,0.0,0.0
258,9,3,26,59,1650818.4899999998,40444.74957999999,0.0,0.0
1090,5,1,14,68,23079655.21,545964.14856,0.0,0.0
1396,8,2,19,74,21569962.5,465464.19591999997,0.0,0.0
1043,7,2,20,72,13098150.68,312988.65056,0.0,0.0
261,8,2,24,98,9128866.379999999,216920.05338000003,0.0,0.0
1953,5,3,8,58,1993691.15,63237.20505999999,0.0,0.0
603,9,3,12,72,2775746.02,69311.09391999998,0.0,0.0
260,8,2,9,57,988213.4,29260.84472,0.0,0.0
1886,3,1,4,96,12132528.760000002,325139.42168,0.0,0.0
390,5,3,17,76,1493469.6600000001,34597.982860000004,0.0,0.0
1307,3,3,29,55,2851041.88,63297.88656,0.0,0.0
1478,3,1,3,94,7279757.38,190699.16808,0.0,0.0
1680,3,2,15,61,5051924.35,122849.13639999999,0.0,0.0
730,9,2,26,92,27222742.2,583071.3964399999,0.0,0.0
1975,4,1,5,75,13483594.040000001,349024.11673999997,0.0,0.0
1708,8,2,26,54,17572310.990000002,396629.49288,0.0,0.0
86,2,2,15,69,231387.36999999997,6127.8575,0.0,0.0
1418,7,1,29,92,170371231.32,3428479.5232,0.0,0.0
62,9,1,5,84,1617579.54,43936.969560000005,0.0,0.0
1562,6,3,30,57,7737759.720000001,182134.99539999999,0.0,0.0
1706,9,1,11,91,103695399.78999999,2136528.1514,0.0,0.0
167,8,3,17,64,855692.43,21819.050440000003,0.0,0.0
293,3,1,14,75,4336121.109999999,99487.08734,0.0,0.0
943,7,1,3,53,3905543.6100000003,104090.83488,0.0,0.0
1716,4,3,4,60,749014.8799999999,24876.388000000003,0.0,0.0
250,7,1,27,56,9946515.709999999,233041.025,0.0,0.0
277,8,3,21,85,2769593.7600000002,65592.72204,0.0,0.0
898,6,3,14,66,2643765.7700000005,63577.068060000005,0.0,0.0
391,9,3,9,69,1315214.53,33564.79344000001,0.0,0.0
1159,9,1,15,52,26336949.8,640294.0074599999,0.0,0.0
940,5,3,7,61,927549.43,30635.48412,0.0,0.0
1106,9,1,14,96,96265901.64000002,1990269.3200799997,0.0,0.0
61,3,3,5,57,29504.930000000004,918.29216,0.0,0.0
1591,6,2,10,61,6213667.6,160729.33718,0.0,0.0
1768,2,3,29,80,6125217.460000001,128177.2527,0.0,0.0
676,9,2,6,75,4360076.75,111881.16003999999,0.0,0.0
1919,7,2,31,97,72412807.77000001,1480846.39288,0.0,0.0
1396,7,2,15,71,13294439.209999997,308503.26136,0.0,0.0
700,5,2,28,69,8254092.610000001,193046.56708,0.0,0.0
35,8,3,10,50,57406.42,1788.1855600000004,0.0,0.0
1523,9,1,20,83,135945765.84,2757642.79968,0.0,0.0
1831,6,2,6,81,7669786.88,198495.30336,0.0,0.0
380,9,3,6,72,886399.7600000001,27011.3936,0.0,0.0
426,6,3,23,76,2716597.62,67135.45242,0.0,0.0
1952,6,3,12,57,3598024.1700000004,91268.51148000002,0.0,0.0
1596,5,3,12,62,2885945.9699999997,73234.42929999999,0.0,0.0
729,7,3,10,96,3749581.5,87976.80978000001,0.0,0.0
307,5,3,3,51,104022.56999999998,3226.01672,0.0,0.0
751,8,1,30,58,40267424.419999994,877157.83948,0.0,0.0
88,5,1,26,51,2058017.7599999998,57040.90924000001,0.0,0.0
1128,2,2,5,80,1343023.87,42040.44986,0.0,0.0
958,4,1,31,88,55610100.60999999,1142326.1656,0.0,0.0
822,7,3,28,91,11419860.91,249665.94116,0.0,0.0
976,6,1,15,58,18715400.09,466320.37296,0.0,0.0
727,2,2,3,95,678703.67,21390.56574,0.0,0.0
426,2,1,28,57,4533597.99,106393.92714,0.0,0.0
1945,2,2,15,82,6994479.2,157295.51454,0.0,0.0
1538,9,1,10,77,58890708.65,1260108.7645,0.0,0.0
931,5,1,9,58,9388417.700000001,250255.40754,0.0,0.0
477,2,3,16,60,511896.9000000001,11561.91388,0.0,0.0
506,6,3,19,73,2484183.6799999997,59508.64312,0.0,0.0
1942,9,3,9,91,11060137.69,258229.68407999998,0.0,0.0
771,2,1,11,88,7836426.470000001,198029.47782,0.0,0.0
605,6,2,9,79,3597545.6799999997,88309.50463999997,0.0,0.0
306,9,3,31,63,2730535.6900000004,67402.3843,0.0,0.0
1167,3,3,29,62,3125253.93,68779.86789999998,0.0,0.0
1048,3,2,26,56,4121637.38,96220.54164,0.0,0.0
1609,8,1,21,50,43079448.4,953498.4102399999,0.0,0.0
127,8,2,5,73,491684.5500000001,15296.38682,0.0,0.0
379,2,1,15,69,3399835.7600000002,76087.35106,0.0,0.0
874,8,2,11,74,7480895.13,188798.69282,0.0,0.0
692,3,1,17,72,10915627.540000001,269782.99646,0.0,0.0
1455,4,3,14,81,4195914.55,97777.2826,0.0,0.0
1461,9,1,16,87,115862910.77000003,2379402.0666799997,0.0,0.0
33,3,3,9,87,55178.71,1567.7758,0.0,0.0
1971,4,1,22,88,80857297.29999998,1656937.5251200001,0.0,0.0
876,5,1,4,78,7410336.2299999995,207419.63076000003,0.0,0.0
1138,4,3,6,97,1989130.6099999999,47193.05099999999,0.0,0.0
1038,6,3,7,73,1916718.7400000002,47615.167400000006,0.0,0.0
1481,4,3,17,81,5229799.26,123048.44791999999,0.0,0.0
275,5,1,9,53,2161559.9999999995,56440.51632000001,0.0,0.0
902,3,1,18,56,8789757.170000002,224981.78578000003,0.0,0.0
1786,7,3,13,84,9466990.560000002,217163.92251999996,0.0,0.0
1975,4,3,9,79,3698392.06,83649.9471,0.0,0.0
1801,6,2,30,96,54940810.25,1140059.38028,0.0,0.0
1462,9,2,14,73,18139327.88,410397.87598,0.0,0.0
1457,4,1,29,72,52527689.010000005,1098384.2839000002,0.0,0.0
176,4,3,7,96,389382.51999999996,10299.612299999999,0.0,0.0
1768,4,1,17,94,64538554.81,1339091.92352,0.0,0.0
1069,8,3,16,79,6754595.090000001,159195.85850000003,0.0,0.0
1508,5,3,19,88,8885408.2,211000.97196,0.0,0.0
804,6,1,10,85,23457765.81,581907.02784,0.0,0.0
367,9,3,3,76,483141.47999999986,16320.925879999999,0.0,0.0
1321,5,3,3,59,569975.34,19285.16976,0.0,0.0
692,7,1,25,81,55524071.67999999,1178888.5464,0.0,0.0
510,7,3,7,91,1786555.5099999998,42793.61682,0.0,0.0
153,3,1,26,99,6972764.74,162714.29861999996,0.0,0.0
1692,4,1,15,97,58486832.08999999,1234717.77022,0.0,0.0
51,7,1,12,90,2642278.9200000004,78134.24266000002,0.0,0.0
1482,4,1,17,56,17729306.47,433183.0124199999,0.0,0.0
190,6,3,9,88,721249.3600000001,19754.914780000003,0.0,0.0
1402,8,3,5,67,2084370.3400000003,64039.09576,0.0,0.0
1695,5,3,3,94,1837505.67,57726.55077999999,0.0,0.0
1316,8,2,23,96,42292905.010000005,890643.7914799999,0.0,0.0
1494,6,3,21,90,13021920.470000003,287374.58256,0.0,0.0
2021,3,1,24,99,84441105.19000001,1751660.22916,0.0,0.0
999,5,3,3,87,992787.9299999999,30453.291559999994,0.0,0.0
775,8,2,3,70,1664193.1699999997,46583.91238,0.0,0.0
305,5,1,31,53,8729106.65,200041.54360000003,0.0,0.0
260,4,3,13,83,770172.05,18863.008680000003,0.0,0.0
1066,5,1,26,74,50364003.769999996,1048581.9513,0.0,0.0
1971,5,1,21,88,108127232.42999999,2223560.3788800007,0.0,0.0
359,2,3,9,75,322848.23000000004,7314.120039999999,0.0,0.0
1240,5,2,18,55,5744747.89,130049.91706,0.0,0.0
870,6,2,13,65,4879990.6,122883.00355999998,0.0,0.0
281,4,2,8,55,450077.58999999997,14232.935659999997,0.0,0.0
855,2,3,22,64,1370103.93,30543.268900000003,0.0,0.0
1015,2,2,24,54,2713460.45,62307.72246,0.0,0.0
1548,6,3,23,79,10841120.33,245720.61301999996,0.0,0.0
376,9,2,13,79,5186608.39,125638.69854000001,0.0,0.0
430,6,1,13,66,9999152.209999999,237888.60978,0.0,0.0
710,3,2,20,85,5229187.649999999,122991.33022000003,0.0,0.0
392,5,1,30,65,16173966.110000003,387708.2039,0.0,0.0
128,2,2,5,91,195182.62,5296.45984,0.0,0.0
686,8,3,10,60,1633790.36,41413.13495999999,0.0,0.0
989,8,1,16,88,70550091.69000001,1476326.9854399997,0.0,0.0
1725,3,1,23,65,28480503.26,632000.16384,0.0,0.0
247,6,2,26,72,3505764.97,84286.50397999998,0.0,0.0
1613,9,1,4,54,10846056.170000002,294541.93284,0.0,0.0
258,5,3,9,82,679971.4200000002,17184.177880000003,0.0,0.0
888,2,1,27,91,23101642.55,506302.8258799999,0.0,0.0
997,2,1,6,94,6520129.2299999995,169565.54572,0.0,0.0
683,4,2,28,56,4001377.06,95799.7396,0.0,0.0
794,2,2,17,64,2024455.9299999997,46545.675279999996,0.0,0.0
1092,5,3,17,87,5775460.679999999,126671.20384000002,0.0,0.0
1025,3,1,18,74,17128570.689999998,409822.3027400001,0.0,0.0
135,5,3,19,60,416737.15,12236.1476,0.0,0.0
250,7,2,8,62,877926.79,25618.355560000004,0.0,0.0
1186,3,2,9,55,1546532.9400000002,48335.68142,0.0,0.0
1648,7,3,28,88,21420341.32,453851.39116,0.0,0.0
98,6,3,7,70,183660.38999999998,5231.8432999999995,0.0,0.0
1125,2,1,31,73,22084206.79,470963.53728,0.0,0.0
1953,3,3,14,81,4698108.720000001,104497.21398,0.0,0.0
2037,6,2,24,60,18562069.73,403580.86098,0.0,0.0
55,6,3,14,96,422195.54000000004,12314.41838,0.0,0.0
826,2,2,31,90,7674376.67,160714.10772,0.0,0.0
581,5,3,6,71,754142.3500000001,24220.8654,0.0,0.0
80,2,2,10,79,171205.62,4941.11852,0.0,0.0
1561,4,1,19,92,60699832.36999999,1250147.65926,0.0,0.0
1502,9,1,6,94,54046113.470000006,1167762.5655599998,0.0,0.0
290,8,1,15,96,23942801.220000006,548615.7710200001,0.0,0.0
983,8,1,30,85,120305559.38,2445598.5745999995,0.0,0.0
935,8,1,29,79,94851775.05000001,1944995.1091199997,0.0,0.0
1957,3,1,12,54,11759929.020000001,298229.7048400001,0.0,0.0
584,2,2,20,91,3534154.8199999994,79468.91266,0.0,0.0
1172,7,2,16,86,17045008.279999997,389895.3514,0.0,0.0
292,6,1,18,73,11845168.029999997,274670.3063,0.0,0.0
714,3,3,8,51,373166.7,12173.815460000002,0.0,0.0
1681,4,1,13,77,30461434.57,680933.61566,0.0,0.0
1529,7,2,20,89,31415455.470000006,669547.04412,0.0,0.0
488,5,3,17,65,1410578.1,33215.97942,0.0,0.0
1172,3,3,7,78,1189707.67,28209.03602,0.0,0.0
1678,5,3,4,81,1832180.28,55398.153759999994,0.0,0.0
83,7,1,4,78,916699.89,23458.60744,0.0,0.0
708,9,1,4,76,10507741.000000002,277970.05739999993,0.0,0.0
1011,6,1,19,70,37888644.980000004,846834.6139800001,0.0,0.0
1274,3,1,20,85,31712357.130000003,690666.0414600001,0.0,0.0
1334,2,1,30,95,42695258.09,894643.93668,0.0,0.0
1313,6,2,25,80,22917081.26,490409.18502000003,0.0,0.0
769,9,2,28,54,9059934.129999999,221338.97136,0.0,0.0
1901,2,2,20,90,11505264.72,249201.92472000007,0.0,0.0
1181,6,3,31,75,10408607.379999999,229103.65496,0.0,0.0
1162,7,3,24,59,5416560.249999999,136337.69208,0.0,0.0
1046,9,1,19,50,28016013.52,652284.3437000001,0.0,0.0
339,3,3,18,63,638102.57,14713.662939999998,0.0,0.0
573,3,2,6,87,1276538.5099999998,27856.477099999996,0.0,0.0
743,9,1,9,97,42583394.39,976853.63776,0.0,0.0
2018,8,1,24,80,-2448283152.56,3523285.5183200003,0.0,0.0
1377,3,3,27,85,6726735.040000001,153557.52501999997,0.0,0.0
249,5,3,16,94,1346716.5799999998,32752.803699999997,0.0,0.0
1188,5,3,22,58,3350250.82,78844.62221999999,0.0,0.0
858,6,3,11,76,2701907.09,66609.83954,0.0,0.0
1827,7,2,17,68,17154566.65,387128.83122,0.0,0.0
626,3,1,11,91,10251874.4,266035.03219999996,0.0,0.0
1724,9,1,21,56,67032966.3,1407417.0951200002,0.0,0.0
1031,4,2,10,56,2151590.54,64632.18568000001,0.0,0.0
1334,4,3,13,98,5570784.08,125586.42128000004,0.0,0.0
82,3,1,19,63,1139722.94,30625.803460000003,0.0,0.0
974,3,3,25,73,3149894.92,68370.82396,0.0,0.0
148,8,1,7,95,5511223.72,155267.95046000002,0.0,0.0
555,9,1,22,55,22084798.779999997,501564.92248,0.0,0.0
472,9,1,28,90,71684445.46000001,1511252.3468400002,0.0,0.0
1988,6,1,27,90,179385459.90000004,3633827.1155200005,0.0,0.0
1776,4,2,24,82,19541137.69,415023.739,0.0,0.0
1976,8,3,3,55,1118343.11,36464.89462,0.0,0.0
166,8,1,18,82,11747694.529999997,280898.20608000003,0.0,0.0
488,8,3,5,57,508701.05999999994,17390.37958,0.0,0.0
935,9,1,19,92,99958846.88,2074778.01666,0.0,0.0
564,8,1,15,69,22703427.01,529488.7660599999,0.0,0.0
1550,2,1,3,79,3800405.9300000006,100930.3678,0.0,0.0
758,8,3,24,62,4538889.74,110919.32232,0.0,0.0
1735,4,1,27,81,73209492.72999999,1493402.96658,0.0,0.0
1540,7,1,24,73,93343353.55999999,1915829.74058,0.0,0.0
1559,8,1,14,66,52003810.35,1111470.91416,0.0,0.0
1605,4,2,29,70,15397356.809999999,340651.34192000004,0.0,0.0
736,5,1,11,76,15688465.679999998,398963.3629,0.0,0.0
1624,7,2,25,95,47341774.489999995,979909.64106,0.0,0.0
698,3,3,3,72,300243.45,9120.7702,0.0,0.0
1171,7,1,5,80,17994929.46,463589.07009999995,0.0,0.0
691,3,2,22,64,3086208.5100000002,68725.33942,0.0,0.0
1350,8,1,5,90,30445233.939999998,741012.4623800002,0.0,0.0
1877,2,1,15,91,27377823.610000003,605029.66062,0.0,0.0
130,5,2,26,74,1673978.9,45786.64146,0.0,0.0
93,8,3,15,58,347651.74,10017.697339999999,0.0,0.0
1397,3,3,18,94,5639070.04,127803.82148,0.0,0.0
1069,3,3,28,88,5821092.21,125937.84041999998,0.0,0.0
1026,2,3,8,55,425958.99000000005,12822.745859999999,0.0,0.0
572,4,3,22,94,3668750.9899999998,83419.24706,0.0,0.0
1339,4,2,9,72,4198504.26,107266.24362000001,0.0,0.0
293,6,2,14,62,1658500.4000000001,42513.82429999999,0.0,0.0
244,8,1,24,95,31110684.520000003,681568.94294,0.0,0.0
707,8,1,31,89,98880440.85000002,2008477.25678,0.0,0.0
1044,2,1,28,97,32332155.369999997,693651.58472,0.0,0.0
1844,2,1,5,67,5562386.32,152105.4502,0.0,0.0
1464,2,2,14,92,6497520.06,148232.43716,0.0,0.0
894,5,3,16,52,1534115.27,36823.144080000005,0.0,0.0
341,5,3,31,87,3194964.44,75439.61188,0.0,0.0
1920,8,3,17,69,10167949.41,231774.83544,0.0,0.0
961,3,2,25,85,9059208.420000002,196052.44374,0.0,0.0
2004,9,1,28,65,144015554.75999996,2931033.2953199996,0.0,0.0
194,9,2,16,84,3809287.7199999997,103228.17638,0.0,0.0
1688,6,1,3,76,12372763.669999998,332311.14858,0.0,0.0
628,5,1,6,75,7736517.7,188365.91309999998,0.0,0.0
163,4,3,23,99,1167355.8800000001,28448.12666,0.0,0.0
514,6,1,19,75,22828806.3,531541.74686,0.0,0.0
1288,8,3,4,70,1675740.3900000001,51566.22461999999,0.0,0.0
240,4,1,15,93,7539388.010000001,173687.19182,0.0,0.0
1428,7,1,14,55,27123072.03,641448.15226,0.0,0.0
426,6,1,23,52,10183046.399999999,250964.88668000005,0.0,0.0
1312,2,3,29,87,5119978.37,115422.46177999998,0.0,0.0
1009,2,1,17,77,11736553.76,285310.74902,0.0,0.0
1624,5,1,10,89,43557570.39,948481.04824,0.0,0.0
1760,2,1,7,64,6601126.94,183501.11062,0.0,0.0
1372,6,1,14,93,69555479.28,1453310.93868,0.0,0.0
1560,8,1,10,97,85614540.35999998,1781091.0069599997,0.0,0.0
1018,9,1,26,88,134354638.35,2738233.49694,0.0,0.0
653,7,1,6,82,13641218.75,334470.40162,0.0,0.0
985,5,3,24,58,3041939.8800000004,73164.56827999999,0.0,0.0
42,7,3,28,52,186994.06,4975.95852,0.0,0.0
2046,5,3,30,50,6134820.069999999,143362.74008000002,0.0,0.0
383,9,3,29,65,3252489.23,81199.98888,0.0,0.0
583,6,1,30,79,-2576246733.7200003,975574.8424400002,0.0,0.0
1104,9,3,27,81,15435481.670000002,335794.73341999995,0.0,0.0
920,7,3,11,79,3809929.829999999,93407.57235999999,0.0,0.0
2021,5,3,23,91,15821974.84,341369.20954,0.0,0.0
490,2,2,14,61,853925.97,19388.88722,0.0,0.0
1879,6,1,30,98,229724662.2,4746565.288760001,0.0,0.0
964,5,1,13,84,29180959.18,677348.23242,0.0,0.0
856,8,1,28,57,41099645.71,900075.76268,0.0,0.0
1009,8,1,5,78,17087677.2,449840.84496,0.0,0.0
1045,5,1,5,80,11363545.12,305185.99977999995,0.0,0.0
664,5,2,9,57,1661236.6199999999,48670.796539999996,0.0,0.0
63,9,2,7,53,182283.50999999998,6482.829360000001,0.0,0.0
1407,8,2,29,73,30696642.52,654600.21768,0.0,0.0
1770,7,1,14,60,41507124.06,918871.8515199998,0.0,0.0
538,6,1,22,70,23488556.16,559343.66024,0.0,0.0
966,4,3,24,58,2594059.59,59985.91523999999,0.0,0.0
739,2,3,4,77,322244.76,9690.319780000002,0.0,0.0
942,7,1,13,53,15525662.780000001,386038.15708000003,0.0,0.0
1988,7,3,30,89,27652856.369999997,585018.44888,0.0,0.0
1229,9,1,10,98,79717732.94,1674404.19244,0.0,0.0
623,3,3,7,92,865188.8299999998,20498.87342,0.0,0.0
374,9,2,3,93,1638336.34,43688.36196000001,0.0,0.0
371,4,3,16,70,947783.1899999998,21995.099019999998,0.0,0.0
689,2,2,3,63,280126.92000000004,8994.534459999999,0.0,0.0
297,3,3,14,84,714365.23,17575.68934,0.0,0.0
1399,3,2,21,67,6817440.409999999,157199.91291999997,0.0,0.0
1527,5,2,21,51,7108828.210000001,174226.8388,0.0,0.0
1788,6,2,12,89,18095946.08,411687.2635,0.0,0.0
1683,8,3,16,83,12426775.480000002,296276.5905,0.0,0.0
910,5,1,8,74,13350830.08,350522.04046,0.0,0.0
1782,2,3,19,59,2209568.27,52350.114539999995,0.0,0.0
1872,9,3,3,64,1732225.23,51538.618,0.0,0.0
1174,7,1,23,54,34668824.79,792823.1034799999,0.0,0.0
806,3,3,22,73,2486965.62,58177.45234,0.0,0.0
137,7,2,22,96,3561489.8899999997,91952.3179,0.0,0.0
745,3,2,11,94,3816516.71,96189.29857999999,0.0,0.0
1270,5,2,18,55,5835210.87,143373.44721999997,0.0,0.0
871,6,1,14,75,27846843.93,651547.94362,0.0,0.0
1001,2,1,19,70,11116204.530000001,271853.09738000005,0.0,0.0
1566,7,1,24,81,118657157.85,2431597.50276,0.0,0.0
1040,8,2,15,93,19974563.169999994,433113.2295999999,0.0,0.0
1661,7,2,19,98,38607410.349999994,811040.7205399999,0.0,0.0
745,5,3,10,76,1648468.74,39376.97408,0.0,0.0
587,4,2,29,57,3483845.5100000002,82344.94892000001,0.0,0.0
732,7,1,29,57,31289050.74,701717.6216600001,0.0,0.0
624,9,2,3,95,3037545.9400000004,86174.14207999999,0.0,0.0
1384,7,2,15,90,21170266.919999998,462466.9694,0.0,0.0
1080,7,3,21,75,6966959.039999999,155297.77210000003,0.0,0.0
509,6,1,30,92,54411882.8,1144029.64048,0.0,0.0
242,5,3,18,77,1109278.1300000001,27852.70042,0.0,0.0
637,6,2,20,82,9273408.84,215774.61187999998,0.0,0.0
170,3,2,26,94,1932978.4700000002,44647.68892,0.0,0.0
1471,8,2,8,60,6056100.8100000005,185733.47744,0.0,0.0
562,8,1,17,75,30247763.810000002,701324.12078,0.0,0.0
754,7,1,18,60,22535744.339999996,547648.7989599999,0.0,0.0
580,2,2,28,52,1639462.31,38414.977100000004,0.0,0.0
1635,6,3,27,58,7076877.68,163427.90270000004,0.0,0.0
623,9,3,15,50,1621512.6,39972.59322,0.0,0.0
710,6,2,11,73,4465878.39,108404.02479999998,0.0,0.0
1081,9,2,22,62,14041671.189999998,324391.57026000007,0.0,0.0
1991,5,1,26,69,80490329.81,1652010.53598,0.0,0.0
2029,4,2,10,88,10672339.000000002,253237.75584,0.0,0.0
1398,2,3,4,71,513363.05,15437.34436,0.0,0.0
1734,5,1,11,62,23119108.330000002,557564.64624,0.0,0.0
1779,2,3,30,79,5895235.79,130521.21446,0.0,0.0
1212,3,1,9,98,18061728.05,422944.30309999996,0.0,0.0
162,2,1,19,93,3321157.2600000002,79424.83802,0.0,0.0
1187,6,1,16,62,28356658.4,679622.2552400001,0.0,0.0
1690,7,2,6,58,4092374.1300000004,119970.21312,0.0,0.0
180,4,3,15,57,295568.02,7976.2518,0.0,0.0
767,7,2,6,93,5195130.100000001,123330.59342,0.0,0.0
1341,9,3,3,57,993798.1,31174.971240000003,0.0,0.0
993,2,1,9,77,6388384.540000001,166696.95804,0.0,0.0
482,6,3,31,70,3377715.9799999995,78011.37984000001,0.0,0.0
967,9,1,19,56,34309162.58,782749.30764,0.0,0.0
484,6,1,15,54,8367472.51,194684.99652,0.0,0.0
1615,2,2,21,95,11051976.070000002,243254.99744,0.0,0.0
51,9,1,3,72,514412.16000000003,16336.69644,0.0,0.0
316,3,2,9,50,372792.58,11487.46234,0.0,0.0
690,9,3,31,58,5014702.109999999,119984.33312,0.0,0.0
469,2,2,23,97,3627614.04,82332.82359999999,0.0,0.0
475,4,3,4,66,266519.71,8590.518979999999,0.0,0.0
579,8,2,21,81,11474768.049999999,263155.80045999994,0.0,0.0
562,4,1,13,75,10187263.96,241264.2118,0.0,0.0
1333,2,2,15,98,6924891.35,159849.40798,0.0,0.0
1156,6,1,18,93,75019524.75,1551785.1586799999,0.0,0.0
1410,8,3,17,87,12123958.85,279595.69304,0.0,0.0
569,8,3,29,84,7779389.890000001,177627.73856000003,0.0,0.0
555,4,1,25,85,23898077.82,542763.9804,0.0,0.0
1143,8,3,5,57,1194202.8699999999,38908.235380000006,0.0,0.0
580,4,2,3,68,536325.5,17968.88864,0.0,0.0
749,3,2,30,82,7559269.67,169320.28228,0.0,0.0
920,5,2,30,96,22327201.160000004,467273.45363999996,0.0,0.0
1567,5,3,8,94,4589940.639999999,116471.98159999998,0.0,0.0
397,7,1,28,94,48955795.690000005,1073515.7511200001,0.0,0.0
324,8,2,10,85,3460603.94,84979.08206,0.0,0.0
515,5,3,30,58,1995754.8299999996,46807.012059999994,0.0,0.0
1127,4,3,20,81,4631390.11,102234.41612,0.0,0.0
1405,4,1,15,66,21063139.490000002,482008.34526000003,0.0,0.0
730,5,2,19,50,2700776.8,63977.758799999996,0.0,0.0
1414,4,3,11,81,3175267.13,75810.81185999999,0.0,0.0
1199,7,2,15,64,8726231.35,215805.464,0.0,0.0
1527,5,1,29,59,49727017.480000004,1036977.7646600001,0.0,0.0
1143,6,2,3,73,1981840.5899999999,57812.09683999999,0.0,0.0
871,2,2,31,60,3650271.38,85175.22836000001,0.0,0.0
1078,7,1,4,57,6638762.91,186743.43116,0.0,0.0
902,4,3,24,90,5570875.01,117329.98114,0.0,0.0
374,6,2,18,55,2086416.8199999998,52623.20512,0.0,0.0
752,8,2,9,90,8324111.38,201668.12338000003,0.0,0.0
1417,9,1,18,73,86235754.56000002,1795669.5967600003,0.0,0.0
930,2,2,17,79,3531059.0800000005,84674.88766000001,0.0,0.0
1964,4,2,27,84,25465148.369999997,542692.99974,0.0,0.0
79,3,3,5,57,30494.340000000004,1133.2084799999998,0.0,0.0
1971,9,1,24,62,108945506.67,2233881.3685799995,0.0,0.0
917,3,1,5,89,6859441.65,179921.96734,0.0,0.0
1928,2,2,4,80,1943450.9300000002,56049.41058,0.0,0.0
1424,5,3,4,59,818426.8200000001,27560.730539999997,0.0,0.0
1312,3,3,9,93,2771837.3500000006,65770.7036,0.0,0.0
1256,5,2,11,69,5747249.68,142072.46503999998,0.0,0.0
81,4,2,4,61,75043.76,2745.3363,0.0,0.0
1765,4,1,23,54,27356853.779999994,602697.9293600001,0.0,0.0
637,8,2,7,95,5922561.17,145336.38424,0.0,0.0
1271,6,2,14,96,18052956.680000003,402005.05240000004,0.0,0.0
450,3,3,19,62,767294.77,17639.793360000003,0.0,0.0
605,6,2,19,88,9773052.41,238521.29182,0.0,0.0
1720,4,2,29,56,10610449.610000001,242804.23348,0.0,0.0
497,6,2,8,86,3247606.3600000003,79397.07394,0.0,0.0
1428,6,1,12,80,45590444.15,991346.66886,0.0,0.0
837,2,1,22,56,6943744.459999999,170137.99401999998,0.0,0.0
398,6,2,25,80,6935491.3100000005,163060.1929,0.0,0.0
1688,7,2,25,54,14002881.620000001,329634.30208000005,0.0,0.0
466,9,3,16,59,1822804.1300000001,44504.72942,0.0,0.0
282,2,2,29,66,1270895.1199999999,28721.058999999997,0.0,0.0
1580,4,2,7,65,3153857.8899999997,90244.4015,0.0,0.0
625,7,3,17,66,2445098.04,56769.40965999999,0.0,0.0
1579,9,2,28,84,51619637.7,1081748.3935,0.0,0.0
1369,2,3,12,73,1542574.1700000002,33891.37086,0.0,0.0
1558,7,2,23,89,36595517.900000006,768776.5122000001,0.0,0.0
1564,7,1,28,67,91951162.92000002,1899028.90092,0.0,0.0
568,8,2,21,57,5196968.55,124448.88032,0.0,0.0
692,5,3,10,99,2726440.78,66399.78106,0.0,0.0
412,4,2,4,53,323080.80000000005,9925.695360000002,0.0,0.0
1830,8,3,24,73,15347228.13,337715.48211999994,0.0,0.0
1037,7,3,12,92,6147260.86,149585.16023999997,0.0,0.0
1468,9,1,31,72,147125826.29999998,2988916.9493000004,0.0,0.0
716,7,1,3,52,2613690.1800000006,68687.58641999999,0.0,0.0
2001,7,1,25,75,134232153.95999998,2741549.29078,0.0,0.0
1678,3,1,20,76,32583503.009999998,726106.05776,0.0,0.0
200,9,1,6,78,4883096.04,139540.12092,0.0,0.0
1599,9,1,17,79,108949788.2,2246695.71974,0.0,0.0
332,8,2,12,51,1310111.4,34612.5308,0.0,0.0
1049,2,3,30,99,5680775.87,117544.66037999999,0.0,0.0
143,9,2,13,55,965382.7300000002,28235.235919999996,0.0,0.0
926,3,1,13,63,8340400.359999999,207749.83114000002,0.0,0.0
124,9,3,12,67,529738.0199999999,15331.4472,0.0,0.0
798,6,2,14,66,5196752.470000001,125992.54608,0.0,0.0
1378,7,1,10,55,18220641.18,474863.49266,0.0,0.0
1897,3,3,4,93,1644166.3,38229.67474,0.0,0.0
